,CT,ME,NEMA,NH,RI,SEMA,VT,WCMA
5336,3544.50,1370.80,2983.10,1451.30,1025.10,1799.90,612.10,2130.50
5337,3782.20,1433.80,3075.50,1556.40,1092.80,1891.40,648.10,2262.30
5338,4000.80,1446.10,3202.10,1608.20,1151.00,1980.60,652.60,2336.60
5339,4203.50,1456.60,3327.00,1660.70,1182.30,2046.90,653.40,2405.30
5340,4287.00,1471.10,3418.40,1695.20,1223.80,2097.10,658.90,2455.40
5341,4470.60,1485.90,3522.20,1726.30,1290.90,2182.20,671.40,2520.70
5342,4546.50,1464.80,3610.60,1729.20,1297.40,2214.60,633.60,2419.60
5343,4646.20,1455.80,3655.40,1763.90,1318.50,2297.00,649.20,2462.20
5344,4651.70,1448.30,3672.90,1773.80,1302.80,2320.30,687.70,2536.00
5345,4578.40,1458.90,3664.50,1750.70,1273.60,2333.90,709.00,2608.10
5346,4365.30,1442.30,3489.30,1718.90,1193.20,2258.80,709.90,2554.40
5347,4191.70,1368.40,3336.60,1661.70,1142.00,2200.70,711.70,2484.80
5348,4133.60,1346.50,3204.30,1643.30,1151.90,2187.60,734.50,2341.60
5349,3902.60,1294.60,3020.70,1543.20,1048.20,2023.40,687.40,2179.40
5350,3595.00,1120.70,2825.30,1356.00,955.00,1835.10,628.60,1956.90
5351,3211.70,946.90,2581.80,1152.60,843.60,1614.60,515.00,1739.00
5352,3046.80,864.60,2474.30,1125.10,878.00,1484.90,514.20,1653.80
5353,2859.90,828.60,2414.40,1057.60,851.30,1398.70,485.40,1825.40
5354,2716.70,762.20,2326.20,1001.40,800.00,1334.20,484.10,2003.50
5355,2612.10,733.10,2277.20,977.90,777.50,1296.00,475.10,2213.80
5356,2576.10,734.00,2245.60,952.20,752.70,1279.10,468.90,2473.50
5357,2555.70,774.70,2240.60,958.40,738.30,1308.70,491.60,2492.80
5358,2565.00,866.60,2239.60,990.20,737.80,1321.80,513.10,2258.80
5359,2739.50,983.50,2390.80,1085.30,807.50,1421.50,530.30,2106.80
5360,3005.80,1107.80,2592.70,1216.00,881.50,1554.40,561.30,1706.40
5361,3280.00,1136.40,2742.80,1309.30,968.10,1678.10,568.30,1830.40
5362,3468.20,1207.90,2870.70,1369.80,1012.80,1756.00,571.80,1889.10
5363,3592.50,1215.30,2992.60,1404.30,1041.30,1818.30,566.70,1921.80
5364,3619.50,1225.30,2965.60,1417.30,1038.30,1820.40,576.40,1921.00
5365,3703.50,1133.60,2971.30,1421.60,1052.40,1860.90,580.40,1944.50
5366,3756.60,1165.80,2992.50,1443.80,1051.40,1877.20,585.60,1953.20
5367,3807.40,1161.30,2992.00,1457.60,1079.60,1907.80,601.50,2002.10
5368,3861.20,1182.90,3021.10,1487.80,1104.30,1951.90,623.80,2048.10
5369,3872.10,1245.20,3045.90,1520.90,1093.80,1979.40,645.30,2126.20
5370,3803.20,1227.00,3003.30,1514.20,1073.10,1955.10,658.70,2078.70
5371,3740.40,1149.80,2942.20,1474.20,1074.10,1961.90,663.50,2096.50
5372,3723.80,1167.80,2956.30,1467.20,1047.80,1953.60,673.30,2048.40
5373,3579.10,1105.00,2837.60,1399.40,1011.20,1871.40,645.70,1935.10
5374,3333.60,944.70,2667.30,1257.30,942.00,1723.60,595.50,1790.60
5375,3102.90,853.60,2481.20,1141.80,856.50,1559.00,544.50,1896.20
5376,3025.20,872.70,2382.90,1087.20,837.70,1553.20,514.10,1919.50
5377,2815.50,836.20,2293.00,1020.80,791.50,1453.40,486.60,2083.80
5378,2648.70,795.50,2212.40,964.80,782.60,1379.00,475.50,2558.10
5379,2565.60,771.60,2165.90,950.50,751.70,1345.40,468.90,2753.60
5380,2520.30,788.90,2141.90,937.50,746.60,1326.10,468.20,2733.70
5381,2458.80,831.20,2185.30,968.90,742.40,1291.30,459.10,2454.40
5382,2478.40,861.10,2170.60,959.10,719.20,1317.30,473.70,2205.10
5383,2646.70,987.90,2304.80,1063.70,791.30,1400.40,490.10,1760.00
5384,2901.00,1147.60,2490.70,1196.50,874.50,1531.00,523.00,1835.80
5385,3199.70,1231.50,2672.60,1290.80,955.70,1667.20,530.60,1688.50
5386,3460.50,1284.60,2808.00,1363.70,1014.30,1785.40,534.10,1800.90
5387,3672.60,1298.60,2915.50,1426.40,1102.00,1863.40,528.10,1916.80
5388,3812.70,1287.20,2990.80,1443.00,1134.90,1930.80,519.40,1951.30
5389,3932.20,1280.20,3079.00,1457.80,1155.00,1973.50,530.60,1970.30
5390,4022.40,1270.80,3146.90,1486.20,1178.90,2016.20,526.10,2001.50
5391,4071.70,1289.10,3175.60,1494.30,1206.50,2077.50,532.40,2040.70
5392,4160.40,1338.40,3222.20,1552.10,1240.60,2134.60,560.10,2130.50
5393,4258.30,1365.90,3288.40,1580.60,1294.50,2226.00,594.90,2128.50
5394,4131.70,1366.20,3239.20,1560.60,1271.60,2187.20,612.80,2172.20
5395,4027.30,1327.40,3190.60,1505.20,1179.30,2133.90,630.10,2188.60
5396,3994.70,1285.40,3174.90,1480.00,1178.00,2115.40,623.90,2158.60
5397,3805.50,1204.70,3015.10,1413.90,1095.70,1967.60,587.80,1972.30
5398,3518.30,1048.50,2806.70,1269.40,947.80,1776.10,531.90,1824.90
5399,3190.70,912.40,2576.80,1135.20,847.00,1586.20,491.20,1663.80
5400,2940.40,944.50,2412.70,1061.10,862.30,1484.80,469.90,1870.40
5401,2769.30,906.70,2314.80,1037.60,824.50,1412.00,478.60,1812.20
5402,2600.60,875.80,2225.30,974.20,776.40,1331.10,462.00,2278.00
5403,2511.70,866.20,2193.30,960.10,736.30,1272.80,460.60,2225.80
5404,2537.80,899.40,2231.40,978.40,749.20,1301.40,480.40,2250.80
5405,2645.10,988.50,2361.50,1055.50,770.20,1380.10,510.30,1806.70
5406,2885.10,1125.50,2603.50,1145.60,863.90,1502.70,551.30,1695.70
5407,3245.20,1293.60,2879.50,1312.00,952.00,1667.70,554.30,1901.30
5408,3524.40,1398.10,3050.20,1454.30,1025.70,1791.10,561.90,2031.70
5409,3739.70,1458.70,3190.10,1524.70,1115.60,1883.10,549.00,2107.00
5410,3964.60,1477.90,3309.20,1599.50,1174.80,1988.70,536.20,2202.40
5411,4171.60,1510.20,3430.30,1671.90,1230.40,2067.20,549.20,2283.50
5412,4335.10,1500.90,3505.80,1682.80,1267.40,2139.30,549.40,2324.10
5413,4436.10,1452.30,3590.60,1704.90,1311.20,2194.70,556.20,2379.80
5414,4550.00,1510.10,3653.00,1755.30,1340.80,2242.80,568.30,2427.40
5415,4608.10,1523.10,3735.50,1766.40,1339.50,2273.60,593.70,2425.50
5416,4678.10,1540.90,3770.20,1789.60,1343.20,2346.10,619.30,2469.90
5417,4664.50,1553.80,3754.80,1787.00,1340.10,2367.40,648.30,2473.00
5418,4587.40,1528.00,3610.80,1733.00,1286.50,2318.00,662.30,2463.90
5419,4461.00,1506.20,3491.90,1687.90,1253.40,2273.80,685.00,2402.60
5420,4336.30,1453.00,3442.90,1656.30,1276.50,2236.40,688.30,2338.90
5421,4035.70,1399.90,3235.30,1563.70,1148.80,2045.20,640.40,2188.20
5422,3732.40,1239.40,2967.40,1397.50,1054.30,1845.90,580.90,2018.20
5423,3344.70,1054.80,2687.30,1231.40,943.30,1619.60,521.50,1818.20
5424,3070.90,992.20,2510.50,1127.50,887.50,1570.10,504.90,2312.10
5425,2889.00,932.40,2424.80,1085.80,867.40,1498.20,518.60,2751.00
5426,2726.10,931.80,2326.70,1023.90,813.60,1407.50,494.20,2915.40
5427,2629.90,919.00,2301.80,1011.10,764.80,1339.40,486.60,2857.50
5428,2651.00,966.70,2329.90,1033.30,777.40,1367.30,512.20,2880.70
5429,2796.20,1057.10,2501.70,1097.60,792.30,1437.10,541.60,2403.90
5430,3011.20,1228.40,2686.70,1211.90,866.10,1579.80,609.70,2308.80
5431,3340.30,1365.40,2937.90,1370.30,953.30,1723.00,637.80,1927.40
5432,3619.30,1450.50,3156.40,1478.90,1036.40,1838.40,643.30,2036.40
5433,3826.70,1468.70,3313.00,1553.80,1102.30,1919.10,643.30,2112.50
5434,4033.90,1498.40,3444.60,1631.40,1146.90,2007.40,631.50,2228.90
5435,4342.50,1516.40,3592.50,1702.30,1306.20,2131.50,642.80,2284.60
5436,4463.80,1489.60,3670.30,1719.70,1315.60,2187.80,658.00,2336.40
5437,4628.10,1480.10,3762.50,1757.70,1346.60,2285.20,667.10,2452.40
5438,4711.80,1499.40,3802.30,1793.50,1355.60,2301.30,669.40,2460.30
5439,4825.30,1525.50,3867.00,1812.60,1385.70,2385.10,683.20,2570.30
5440,4900.40,1506.60,3899.80,1821.50,1385.40,2413.90,682.20,2580.50
5441,4909.10,1534.10,3882.60,1843.50,1376.60,2436.90,714.50,2586.00
5442,4769.50,1516.30,3717.60,1814.70,1349.60,2408.60,738.40,2547.80
5443,4612.30,1489.50,3590.10,1755.50,1296.80,2362.00,736.30,2514.90
5444,4544.50,1436.50,3571.30,1715.10,1309.20,2347.00,739.10,2457.90
5445,4168.60,1410.40,3330.30,1626.10,1172.30,2152.90,697.90,2252.50
5446,3796.70,1209.00,3044.80,1417.40,1045.20,1929.80,624.80,2054.70
5447,3400.30,1070.60,2757.40,1260.20,929.60,1707.30,561.40,1845.80
5448,3139.40,984.90,2499.20,1139.20,915.70,1606.40,517.20,2584.70
5449,2942.80,967.00,2417.50,1100.40,886.70,1536.30,513.90,2765.90
5450,2747.20,923.70,2334.40,1033.70,817.10,1448.10,489.20,2933.70
5451,2658.90,922.60,2310.40,1016.20,795.20,1408.00,487.40,2888.90
5452,2675.10,946.40,2333.60,1030.10,793.90,1424.50,495.00,2894.30
5453,2789.80,995.60,2461.50,1104.90,829.80,1503.50,526.40,2977.10
5454,3076.20,1184.10,2697.20,1238.50,943.00,1666.00,582.40,2895.90
5455,3454.00,1227.80,3008.80,1366.90,1032.20,1817.20,608.50,2332.30
5456,3702.80,1349.70,3179.80,1495.70,1131.00,1932.70,621.60,2186.10
5457,3945.70,1333.50,3331.50,1525.60,1198.00,2002.00,597.10,2216.40
5458,4260.70,1403.00,3559.60,1609.80,1285.10,2105.30,594.40,2333.70
5459,4617.20,1440.90,3725.80,1667.50,1430.60,2235.00,586.40,2513.80
5460,4768.90,1436.00,3795.90,1687.10,1471.70,2318.30,584.50,2562.70
5461,4934.60,1447.20,3877.50,1728.60,1541.20,2391.80,587.80,2496.90
5462,5033.60,1449.20,4016.00,1755.80,1563.50,2428.50,578.60,2515.30
5463,5088.60,1442.90,4019.60,1753.40,1602.80,2512.70,598.20,2597.50
5464,5150.30,1431.70,4023.10,1750.80,1593.70,2549.50,622.20,2602.20
5465,5097.00,1422.90,3981.90,1731.90,1541.70,2559.20,657.30,2727.90
5466,4944.10,1438.60,3702.30,1720.10,1489.40,2467.90,666.40,2639.40
5467,4809.30,1391.40,3612.90,1662.90,1392.60,2404.50,674.00,2555.80
5468,4723.80,1389.90,3570.90,1659.20,1370.30,2389.50,682.70,2521.30
5469,4292.60,1215.90,3310.50,1539.00,1247.90,2163.40,626.90,2312.60
5470,3895.60,1052.20,3018.70,1360.50,1114.50,1929.80,568.30,2023.00
5471,3450.30,876.80,2690.40,1165.40,977.40,1666.50,503.10,1786.20
5472,2994.80,742.60,2400.30,1037.10,861.80,1469.20,472.80,1898.00
5473,2789.20,703.80,2284.80,1013.40,804.50,1372.90,467.40,2075.50
5474,2625.90,651.70,2176.60,942.70,764.30,1307.80,433.20,2540.90
5475,2556.00,669.70,2151.50,899.90,752.40,1282.00,420.50,2513.30
5476,2554.80,678.90,2165.60,943.30,756.40,1294.30,450.10,2520.80
5477,2669.50,746.60,2275.80,1002.30,775.70,1364.90,472.90,2324.40
5478,2893.30,905.10,2541.30,1156.70,859.20,1504.40,514.00,2227.30
5479,3192.80,1027.90,2789.50,1237.00,918.20,1613.30,508.20,2172.90
5480,3459.40,1135.90,2947.00,1372.30,1023.10,1726.50,479.00,2095.40
5481,3670.10,1180.30,3001.30,1409.30,1071.00,1782.20,493.60,2205.30
5482,3877.30,1292.40,3132.60,1537.60,1135.50,1877.50,543.10,2294.00
5483,4061.80,1319.10,3228.90,1556.50,1171.60,1944.10,510.10,2349.80
5484,4173.40,1275.20,3272.60,1602.10,1213.50,1999.50,505.70,2396.20
5485,4314.10,1289.40,3337.50,1637.90,1269.80,2068.30,528.00,2459.80
5486,4410.10,1296.40,3432.50,1684.50,1294.40,2120.50,531.80,2499.70
5487,4562.20,1350.30,3522.10,1703.60,1280.00,2156.20,579.80,2507.30
5488,4665.90,1356.70,3585.00,1709.60,1278.00,2219.10,608.20,2559.60
5489,4633.00,1370.20,3562.40,1700.50,1258.30,2246.90,637.10,2580.50
5490,4482.00,1361.40,3410.70,1661.70,1227.70,2189.20,642.10,2493.70
5491,4270.80,1365.00,3290.30,1608.20,1166.10,2127.70,673.90,2442.10
5492,4206.60,1339.80,3267.20,1596.10,1155.90,2126.60,680.50,2293.50
5493,3994.10,1242.00,3134.10,1497.70,1088.30,1984.50,632.40,2149.90
5494,3664.90,1029.80,2871.80,1293.40,980.30,1788.70,556.20,1944.90
5495,3293.30,882.60,2583.80,1123.10,870.70,1576.50,484.40,1742.70
5496,3022.20,844.60,2440.60,1025.90,790.30,1465.10,492.90,1655.60
5497,2842.40,859.80,2315.80,982.10,778.00,1382.50,491.20,1833.30
5498,2705.10,806.00,2225.80,934.40,743.50,1325.30,474.10,2027.10
5499,2655.80,769.80,2197.30,878.80,729.70,1304.00,455.10,2005.50
5500,2691.30,793.00,2195.70,939.20,725.20,1314.20,457.00,2021.60
5501,2812.10,894.70,2333.20,1007.40,778.90,1402.60,484.40,2114.50
5502,3059.80,1053.90,2575.00,1145.50,852.90,1525.30,572.30,2001.40
5503,3394.90,1217.40,2851.40,1273.00,950.70,1661.70,610.10,1965.20
5504,3680.60,1338.30,3109.30,1399.40,1033.50,1788.10,649.70,2033.80
5505,3821.20,1352.20,3109.60,1440.50,1092.70,1852.20,632.80,2091.20
5506,4022.00,1382.00,3226.10,1488.20,1151.20,1926.20,630.80,2170.20
5507,4131.80,1365.30,3354.90,1522.40,1186.70,1996.90,637.40,2209.70
5508,4246.90,1328.10,3374.70,1488.60,1180.30,2014.10,617.30,2217.70
5509,4352.50,1322.80,3425.90,1495.00,1210.70,2064.00,613.40,2251.40
5510,4359.40,1318.70,3509.60,1536.80,1216.60,2103.40,609.60,2270.80
5511,4421.10,1338.70,3543.30,1533.30,1204.40,2122.80,620.90,2288.80
5512,4497.30,1324.90,3596.10,1552.10,1199.10,2152.80,637.00,2336.80
5513,4457.90,1318.30,3504.50,1540.70,1176.80,2169.80,648.60,2347.40
5514,4383.00,1256.80,3370.90,1490.00,1159.90,2144.50,639.70,2276.70
5515,4283.90,1294.60,3267.80,1512.70,1150.80,2153.50,691.50,2261.70
5516,4251.30,1269.70,3224.50,1508.10,1146.80,2138.00,681.10,2231.30
5517,4092.00,1079.70,3073.00,1400.70,1085.90,2038.00,607.50,2124.20
5518,3826.30,948.20,2900.70,1252.40,1021.90,1873.10,544.80,1977.20
5519,3474.40,829.10,2676.20,1100.60,912.00,1687.80,508.30,1806.50
5520,3391.60,934.10,2541.00,1193.70,927.00,1641.60,574.50,2120.30
5521,3226.10,912.10,2505.30,1142.20,906.70,1558.70,558.10,2286.50
5522,3047.10,897.50,2418.30,1088.30,871.80,1492.40,547.00,2751.00
5523,2928.70,866.20,2371.30,1059.00,838.30,1439.30,524.20,2944.80
5524,2884.40,850.30,2353.90,1012.40,834.80,1434.80,493.90,2927.50
5525,2867.40,922.70,2380.40,1039.70,837.10,1444.10,508.70,2677.40
5526,2841.30,1003.70,2415.60,1080.90,837.80,1471.70,530.80,2699.20
5527,3008.80,1201.10,2618.70,1189.20,909.50,1585.50,558.40,2498.00
5528,3368.30,1338.60,2881.90,1333.20,1005.90,1738.90,580.10,2373.60
5529,3674.40,1440.80,3065.10,1446.90,1088.30,1868.80,582.90,1966.80
5530,3917.10,1486.40,3202.20,1539.40,1164.80,1976.50,578.50,2051.70
5531,4155.60,1493.50,3345.70,1589.80,1246.60,2084.10,574.00,2146.30
5532,4373.10,1525.70,3472.00,1609.50,1293.60,2151.50,579.30,2197.40
5533,4484.90,1493.10,3552.00,1635.30,1314.30,2247.00,581.40,2222.50
5534,4554.00,1455.90,3578.50,1625.50,1374.60,2270.70,576.50,2241.70
5535,4676.50,1461.40,3692.60,1662.60,1393.90,2317.00,597.60,2281.20
5536,4759.10,1475.50,3689.30,1692.20,1387.00,2345.10,625.40,2380.70
5537,4735.50,1473.30,3666.30,1715.30,1384.50,2374.20,654.00,2409.50
5538,4590.90,1475.70,3639.10,1691.60,1374.20,2291.90,676.60,2362.70
5539,4435.60,1503.30,3464.00,1648.20,1325.80,2249.30,689.20,2286.70
5540,4389.30,1469.30,3444.50,1639.20,1321.40,2260.80,692.90,2297.80
5541,4144.80,1388.20,3271.00,1549.20,1173.50,2109.90,651.30,2131.80
5542,3911.70,1265.90,3051.20,1402.90,1089.60,1932.20,591.50,1984.80
5543,3557.00,1093.90,2790.40,1257.00,988.60,1733.20,535.00,2058.20
5544,3235.90,918.30,2603.70,1141.80,946.80,1609.10,506.00,1959.20
5545,3011.60,857.90,2458.20,1076.10,891.50,1506.00,474.40,1870.00
5546,2815.20,809.10,2359.20,1001.30,837.40,1421.40,465.30,2075.30
5547,2708.90,787.90,2299.50,968.00,811.50,1373.90,455.40,2034.30
5548,2631.60,809.30,2268.50,954.30,776.60,1337.20,464.90,1989.10
5549,2607.60,832.80,2251.00,966.30,778.10,1349.50,471.90,1992.90
5550,2563.80,818.00,2283.10,985.80,789.60,1368.50,481.70,2011.30
5551,2745.80,936.00,2426.60,1062.50,860.60,1460.90,495.90,2087.90
5552,3034.20,1061.10,2620.70,1195.10,953.20,1600.60,512.50,1927.30
5553,3313.10,1182.00,2791.30,1294.90,1043.30,1720.00,513.80,1776.10
5554,3571.50,1283.70,2939.20,1383.70,1115.50,1827.60,517.10,1862.10
5555,3785.40,1303.50,2993.80,1454.50,1166.70,1914.60,520.40,1928.10
5556,3925.60,1259.90,3081.50,1464.40,1194.70,1979.70,519.70,1984.90
5557,4080.50,1280.50,3172.50,1510.30,1230.90,2036.80,516.80,2024.10
5558,4249.60,1269.30,3319.10,1527.50,1292.80,2101.00,528.20,2091.50
5559,4425.30,1278.90,3399.70,1528.40,1357.20,2187.90,549.20,2147.40
5560,4573.70,1352.90,3445.60,1608.60,1373.70,2314.10,589.80,2288.80
5561,4585.60,1394.60,3476.80,1645.60,1362.70,2353.00,636.20,2336.10
5562,4478.50,1363.70,3441.30,1593.10,1325.00,2250.30,656.60,2272.30
5563,4372.50,1311.10,3390.10,1542.60,1301.50,2220.70,678.50,2221.10
5564,4279.40,1313.70,3328.90,1516.80,1280.00,2224.10,677.80,2230.20
5565,3934.20,1096.70,3150.20,1409.90,1130.50,2029.20,613.00,2035.10
5566,3638.00,926.30,2923.00,1232.30,1032.00,1845.50,545.90,1877.90
5567,3279.00,737.10,2665.90,1077.70,931.60,1644.40,478.80,1708.90
5568,3082.20,955.60,2519.40,1123.40,891.90,1540.80,501.10,1690.80
5569,2876.40,918.60,2395.60,1065.60,848.20,1454.80,486.50,1870.30
5570,2760.40,884.80,2336.40,1021.60,799.50,1376.50,474.40,2043.90
5571,2670.50,869.70,2310.00,1000.20,780.80,1347.20,472.90,2265.70
5572,2676.90,902.10,2336.70,1016.40,778.50,1346.00,479.40,2269.50
5573,2816.10,987.10,2494.40,1071.90,821.60,1435.90,492.20,2120.90
5574,3040.20,1129.30,2712.80,1200.20,887.10,1567.40,522.90,2027.10
5575,3383.90,1316.90,3035.50,1367.60,994.70,1745.60,541.80,1980.80
5576,3639.90,1439.50,3237.80,1482.90,1092.70,1869.60,551.50,2121.70
5577,3940.50,1495.00,3352.00,1567.20,1182.90,1975.10,545.80,2202.30
5578,4370.80,1572.00,3556.00,1689.40,1271.70,2110.20,566.40,2319.70
5579,4650.00,1632.00,3723.50,1747.10,1336.90,2225.50,605.00,2418.60
5580,4809.40,1615.60,3806.70,1788.90,1386.40,2290.90,615.80,2484.50
5581,4983.90,1601.00,4055.40,1828.70,1439.70,2389.80,632.00,2544.70
5582,5178.50,1631.40,4142.40,1880.50,1498.90,2473.30,630.30,2624.40
5583,5271.90,1579.70,4148.00,1902.40,1509.90,2514.50,648.60,2650.60
5584,5361.10,1614.30,4176.70,1923.50,1501.50,2578.70,672.40,2764.20
5585,5365.90,1645.00,4190.80,1923.20,1491.30,2593.70,701.60,2754.90
5586,5166.80,1600.70,4003.40,1868.90,1469.80,2587.90,730.10,2663.70
5587,4933.40,1558.10,3824.60,1775.60,1413.20,2536.80,724.50,2574.20
5588,4809.90,1493.80,3754.80,1748.50,1388.20,2489.70,734.60,2576.00
5589,4549.80,1430.70,3549.40,1665.50,1289.70,2289.70,692.00,2352.60
5590,4126.60,1276.90,3235.60,1456.70,1150.00,2034.40,623.10,2411.20
5591,3656.90,1095.90,2895.60,1297.90,1006.40,1758.10,550.80,2160.70
5592,3321.20,1003.30,2728.60,1202.80,951.20,1637.00,510.50,2310.40
5593,3105.30,959.20,2583.40,1131.50,900.40,1541.70,494.10,2749.10
5594,2949.70,933.00,2491.60,1090.30,858.00,1469.00,483.90,2935.90
5595,2867.60,917.00,2454.90,1071.80,850.50,1444.70,487.80,2907.80
5596,2900.60,964.80,2434.30,1094.90,865.20,1452.50,497.00,2912.80
5597,3036.00,1074.50,2568.70,1178.00,908.40,1541.10,535.10,2521.20
5598,3350.10,1153.20,2846.90,1282.80,963.80,1660.70,585.10,2166.60
5599,3701.50,1338.40,3130.70,1438.60,1107.00,1849.50,625.20,2092.70
5600,3966.00,1457.70,3360.80,1563.10,1196.30,1991.40,639.20,2224.40
5601,4309.10,1446.20,3562.30,1628.40,1274.10,2122.10,635.20,2320.40
5602,4620.00,1505.80,3797.50,1717.70,1390.20,2260.90,629.70,2466.90
5603,4856.30,1526.40,3981.50,1782.40,1436.00,2340.80,620.80,2539.70
5604,5028.10,1532.20,4162.70,1868.80,1491.10,2426.30,617.80,2657.50
5605,5265.80,1541.80,4333.40,1945.40,1571.50,2526.50,633.70,2738.00
5606,5339.20,1505.90,4494.00,1966.00,1557.00,2530.00,619.00,2758.20
5607,5457.30,1499.90,4651.90,2004.80,1567.70,2580.60,633.50,2793.50
5608,5495.70,1501.40,4760.30,2021.50,1552.70,2620.70,639.40,2806.00
5609,5485.30,1493.10,4681.70,1995.90,1546.60,2647.80,666.30,2821.40
5610,5339.20,1471.30,4486.70,1978.70,1491.70,2589.70,658.40,2745.80
5611,5155.30,1477.70,4180.30,1921.90,1435.70,2539.00,672.70,2688.80
5612,5097.50,1305.60,4115.90,1905.20,1414.00,2554.90,683.40,2655.40
5613,4886.50,1153.90,3781.90,1765.40,1326.30,2370.80,615.10,2523.60
5614,4442.00,987.50,3459.70,1556.80,1221.60,2157.50,558.00,2293.60
5615,3932.80,816.00,3110.50,1368.30,1069.30,1896.10,485.20,2311.30
5616,3589.40,835.10,2881.80,1285.40,1095.30,1816.30,520.00,2260.10
5617,3392.20,775.80,2753.00,1230.80,1052.70,1702.50,504.60,2442.20
5618,3236.30,756.30,2620.50,1163.30,992.60,1630.70,465.30,2350.50
5619,3075.90,761.80,2557.20,1135.60,961.90,1579.40,460.10,2290.40
5620,3134.50,802.70,2631.00,1162.90,985.80,1601.40,482.00,2060.70
5621,3299.90,872.10,2778.50,1252.00,1032.90,1679.80,531.60,2143.00
5622,3533.80,998.40,3039.20,1342.90,1091.20,1774.60,558.60,2261.40
5623,3780.40,1140.90,3235.10,1488.20,1210.60,1938.80,611.60,2201.80
5624,3918.20,1229.50,3403.20,1573.80,1270.50,2015.10,600.60,2208.30
5625,4171.10,1295.60,3513.60,1647.90,1312.30,2107.60,595.20,2267.60
5626,4345.80,1317.40,3644.40,1686.10,1331.90,2106.60,564.40,2381.70
5627,4511.20,1281.80,3729.50,1745.50,1371.80,2167.60,558.00,2424.00
5628,4567.60,1257.60,3760.30,1734.50,1379.30,2196.80,580.80,2425.30
5629,4676.50,1233.10,3822.60,1741.30,1426.90,2257.50,580.40,2490.80
5630,4782.50,1229.30,3796.80,1750.10,1423.60,2278.30,560.70,2473.70
5631,4862.50,1198.10,3877.40,1753.10,1429.80,2318.90,557.10,2500.10
5632,4891.00,1204.90,3908.90,1754.30,1418.50,2330.50,589.30,2510.60
5633,4838.10,1203.60,3906.20,1724.90,1411.10,2351.20,585.60,2520.90
5634,4719.40,1199.50,3739.90,1692.70,1381.60,2315.30,616.70,2493.30
5635,4502.00,1204.10,3505.10,1659.90,1306.80,2254.10,662.70,2316.90
5636,4416.40,1159.20,3436.90,1648.60,1289.20,2232.90,671.40,2277.10
5637,4069.90,1059.50,3210.30,1502.40,1183.80,2061.90,624.10,2144.00
5638,3718.80,878.60,2993.40,1291.70,1058.40,1845.30,512.70,1942.60
5639,3273.70,731.50,2695.00,1080.50,940.40,1594.90,427.50,1720.60
5640,3003.90,810.40,2442.40,1101.50,860.10,1444.30,434.40,1605.70
5641,2816.90,755.40,2310.30,1048.40,802.70,1354.00,417.70,2033.20
5642,2641.60,715.40,2207.40,993.20,770.20,1294.40,400.90,2218.70
5643,2562.30,713.30,2180.10,988.30,751.40,1262.10,401.60,2190.60
5644,2535.90,722.60,2169.60,975.40,735.40,1250.30,402.00,2188.90
5645,2658.30,847.40,2310.50,1073.00,779.20,1337.50,456.50,2037.20
5646,2913.90,1014.90,2537.90,1206.30,841.50,1462.70,520.30,1672.50
5647,3231.70,1139.70,2790.40,1320.10,926.10,1611.10,539.10,1839.50
5648,3468.20,1240.10,2950.80,1419.20,1010.50,1715.80,540.10,1936.30
5649,3603.80,1275.30,2950.00,1452.30,1046.20,1746.10,525.50,1969.90
5650,3802.50,1321.50,3063.40,1526.90,1101.90,1814.80,540.10,2026.00
5651,3981.30,1344.50,3146.90,1568.00,1144.10,1884.20,511.70,2077.00
5652,4049.80,1329.60,3172.70,1587.10,1182.50,1924.80,518.20,2083.60
5653,4152.60,1299.00,3239.20,1608.50,1221.70,1980.50,519.10,2123.20
5654,4244.40,1298.40,3320.30,1622.10,1249.00,2023.80,515.20,2153.70
5655,4318.00,1287.40,3361.20,1624.50,1251.20,2057.50,553.80,2175.80
5656,4427.50,1256.90,3449.70,1630.40,1262.70,2107.70,573.80,2198.50
5657,4412.80,1239.90,3453.40,1602.00,1237.30,2126.40,579.70,2221.70
5658,4264.00,1273.50,3305.10,1584.10,1183.50,2081.30,588.00,2193.50
5659,4106.40,1282.20,3186.70,1538.80,1133.60,2045.70,622.30,2150.10
5660,4053.30,1289.00,3178.40,1563.40,1140.30,2041.10,632.90,2141.00
5661,3839.80,1174.80,3004.70,1462.30,1053.40,1905.60,580.30,1997.30
5662,3520.30,1024.20,2761.90,1267.90,944.90,1718.00,529.90,1827.60
5663,3148.20,903.40,2493.70,1121.60,842.30,1499.80,442.60,1639.20
5664,2873.00,958.20,2344.80,1027.30,815.30,1389.70,506.80,1810.40
5665,2668.90,911.80,2242.70,986.40,755.20,1289.50,468.10,2274.00
5666,2555.70,894.20,2184.10,931.10,722.90,1244.00,467.10,2476.90
